year	month	day	NEE	GPP	Reco	LHF
2020	10	1	0.86844	3.18752	4.05596	0.42846
2020	10	2	-3.27054	7.57118	4.30064	2.08077
2020	10	3	-4.18648	9.35796	5.17148	3.61963
2020	10	4	-5.56357	9.92837	4.3648	3.89018
2020	10	5	-4.068	8.15222	4.08422	3.0855
2020	10	6	-5.56894	9.55368	3.98474	3.66411
2020	10	7	-1.26873	4.85907	3.59034	0.71298
2020	10	8	-5.04374	8.61508	3.57134	2.78541
2020	10	9	-5.66295	9.52444	3.8615	3.17401
2020	10	10	-3.85323	8.37171	4.51848	2.49049
2020	10	11	-3.10131	7.02349	3.92218	1.02713
2020	10	27	-6.35617	9.75276	3.39659	1.01911
2020	10	28	-5.7448	8.81854	3.07374	0.79235
2021	8	4	-0.26985	-9999	-9999	3.65128
2021	8	5	3.6698	-9999	-9999	0.59564
2021	8	6	0.078	-9999	-9999	4.97339
2021	8	8	0.18117	-9999	-9999	4.52247
2021	8	9	1.53547	-9999	-9999	5.05796
2021	8	10	1.89893	-9999	-9999	5.50746
2021	8	12	1.70131	-9999	-9999	3.877
2021	8	13	1.59586	-9999	-9999	3.38529
2021	8	14	1.4641	-9999	-9999	2.95137
2021	8	16	4.77685	-9999	-9999	5.37778
2021	8	17	3.36258	-9999	-9999	3.2706
2021	8	18	2.08614	-9999	-9999	4.40639
2021	8	19	1.17081	-9999	-9999	4.55813
2021	8	20	0.31435	-9999	-9999	4.15966
2021	8	21	-0.01468	-9999	-9999	5.51862
2021	8	22	-1.2775	-9999	-9999	4.37613
2021	8	23	2.16399	-9999	-9999	0.4351
2021	8	24	0.39943	-9999	-9999	3.31712
2021	8	26	-0.67811	-9999	-9999	2.50022
2021	8	27	-1.22256	-9999	-9999	2.49228
2021	8	28	-1.41169	-9999	-9999	2.52305
2021	8	29	0.28933	-9999	-9999	1.39433
2021	8	30	-0.89444	-9999	-9999	2.45605
2021	8	31	-0.92344	-9999	-9999	1.8561
2021	9	1	-0.58718	-9999	-9999	1.32411
2021	9	2	-0.59568	-9999	-9999	1.95885
2021	9	3	-0.35757	-9999	-9999	2.47588
2021	9	5	-0.43522	-9999	-9999	2.27406
2021	9	6	-0.58784	-9999	-9999	2.13641
2021	9	7	-0.27393	-9999	-9999	1.83582
2021	9	8	-0.22155	-9999	-9999	1.97272
2021	9	9	-0.15317	-9999	-9999	1.71782
2021	9	11	0.2985	-9999	-9999	1.66766
2021	9	12	0.40512	-9999	-9999	1.72363
2021	9	13	0.60555	-9999	-9999	1.17106
2021	9	15	0.64335	-9999	-9999	1.14935
2021	9	16	0.73807	-9999	-9999	1.26007
2022	1	18	-9999	-9999	0.87551	-9999
2022	1	21	-0.31322	0.97777	0.66455	0.2949
2022	2	2	-0.49906	1.4446	0.94553	0.45937
2022	2	3	-0.94317	1.83897	0.8958	0.52192
2022	2	4	-0.87906	1.83203	0.95297	0.49249
2022	2	6	-0.36926	1.68466	1.3154	0.40617
2022	2	8	-0.93141	2.18484	1.25343	0.69145
2022	2	9	-0.79559	2.41229	1.6167	0.58292
2022	2	10	-1.32643	2.85006	1.52364	0.7462
2022	2	12	-1.40661	2.75951	1.35289	0.70801
2022	2	13	-1.05543	2.39168	1.33626	0.5887
2022	2	14	-0.78678	2.26316	1.47638	0.32023
2022	2	17	-0.13197	2.35631	2.22433	0.66988
2022	2	18	-0.76201	3.01137	2.24938	1.14174
2022	2	23	-1.65802	3.29159	1.63356	1.13956
2022	2	24	-2.01575	3.61577	1.60002	1.29198
2022	2	25	-1.58547	3.15715	1.57167	1.16732
2022	2	26	-2.63182	4.11664	1.48479	1.283
2022	2	27	-2.13079	3.71314	1.58233	1.26483
2022	2	28	-0.67442	1.94106	1.26664	0.41637
2022	3	1	-2.73839	4.10958	1.37118	1.4169
2022	3	2	-2.66884	3.9765	1.3077	1.28527
2022	3	9	-2.15758	3.46068	1.30311	0.82924
2022	3	11	-2.33372	3.37739	1.04368	1.06658
2022	3	15	-1.65886	3.97111	2.31224	1.75841
2022	3	17	-3.59525	5.4447	1.84941	0.8755
2022	3	19	-3.42184	5.03763	1.61579	1.45559
2022	3	20	-3.45893	4.74285	1.28393	1.53021
2022	3	21	-3.05239	4.47411	1.42169	2.115
2022	3	22	-3.80551	5.3899	1.58442	3.07007
2022	3	23	-3.44613	5.24416	1.79806	3.27512
2022	3	24	-3.2234	4.96317	1.73981	3.40898
2022	3	25	-4.28	5.98924	1.70922	3.1826
2022	3	26	-4.43969	6.55936	2.11965	3.39973
2022	3	27	-5.58714	7.93501	2.34783	3.15301
2022	3	28	-4.32241	7.35884	3.03641	3.30477
2022	3	29	-5.01025	8.55247	3.54226	2.95632
2022	3	30	-3.22241	6.87571	3.65332	1.51305
2022	4	1	-0.79387	4.39964	3.60574	0.16323
2022	4	2	-1.65684	4.32834	2.67149	0.37207
2022	4	4	-1.99104	4.87385	2.88284	1.2304
2022	4	5	-3.76305	7.76518	4.00213	2.03255
2022	4	7	-3.53025	8.91316	5.3829	2.36743
2022	4	8	-2.97448	8.69271	5.71825	2.54719
2022	4	9	-2.33261	6.16232	3.8297	0.86087
2022	4	10	-7.38403	10.7018	3.31779	2.879
2022	4	11	-6.25962	9.91319	3.65356	2.62274
2022	4	12	-7.23613	11.74774	4.51161	2.88622
2022	4	13	-7.40967	12.64653	5.23685	3.22069
2022	4	14	-8.19341	14.41339	6.22	3.25938
2022	4	15	-5.407	11.56243	6.15543	2.30223
2022	4	16	-5.05757	10.53353	5.47595	1.54878
2022	4	18	-6.80094	11.43249	4.63152	2.83574
2022	4	20	-8.88596	13.99525	5.1093	2.68036
2022	4	22	-2.24492	7.88612	5.64118	0.52888
2022	4	23	-4.98514	11.19591	6.21076	1.32525
2022	4	24	-7.34493	14.30858	6.96362	2.12008
2022	4	26	-11.51509	17.98287	6.4678	3.53333
2022	4	27	-1.79409	7.60303	5.80889	0.33596
2022	4	28	-8.99213	14.81872	5.82659	3.09975
2022	4	30	-13.60422	18.93076	5.32656	5.09423
2022	5	1	-11.0595	16.39587	5.33635	4.40146
2022	5	2	-11.22547	16.5162	5.2907	4.2051
2022	5	4	-10.75706	16.10617	5.34913	3.54923
2022	5	5	-11.52327	17.34039	5.81712	4.31604
2022	5	6	-11.44249	17.57975	6.13727	3.70682
2022	5	7	-11.59564	17.8468	6.25112	3.65117
2022	5	8	-12.41614	18.92074	6.50459	3.97229
2022	5	9	-8.07582	14.61327	6.53746	3.86992
2022	5	10	-10.19556	16.76977	6.57424	5.98867
2022	5	11	-9.53997	16.05096	6.51095	6.38141
2022	5	12	-6.76681	13.77421	7.00737	5.84013
2022	5	13	-8.15523	14.29895	6.1437	4.05835
2022	5	15	-5.60391	10.60955	5.00565	6.54329
2022	5	16	-6.83675	11.46535	4.62857	6.23596
2022	5	17	-3.76091	8.27228	4.51138	1.13306
2022	5	19	-5.91113	9.93073	4.01957	5.6278
2022	5	20	-4.31079	9.05735	4.74659	5.49275
2022	5	21	-1.7677	6.70376	4.93607	3.94737
2022	5	23	-3.88655	8.39546	4.50892	4.3587
2022	5	24	-3.28423	7.89383	4.6096	3.45245
2022	5	25	-1.30366	6.69841	5.39473	4.11765
2022	5	26	-1.51557	6.43244	4.91685	4.59465
2022	5	28	-1.88931	5.50976	3.62044	2.68915
2022	5	29	-2.49432	5.50545	3.01115	2.21318
2022	5	30	-3.31479	6.61373	3.29895	2.91749
2022	5	31	-2.30979	6.0412	3.73142	3.21211
2022	6	1	-0.34442	4.62262	4.27822	3.36399
2022	6	2	0.11107	4.27893	4.39	4.9375
2022	6	3	0.59675	4.39886	4.99562	4.10838
2022	6	4	0.81986	4.15202	4.97187	5.19468
2022	6	6	-0.40658	5.61588	5.20933	6.56091
2022	6	7	0.05343	5.40732	5.46073	6.90332
2022	6	8	0.05958	4.83536	4.89493	4.63945
2022	6	10	0.65484	4.82959	5.48443	7.61344
2022	6	11	1.57094	3.78062	5.35157	8.40166
2022	6	12	1.52809	2.32215	3.85024	5.50435
2022	6	13	2.35416	1.43655	3.79071	5.13053
2022	6	14	2.07536	1.27556	3.35092	4.79379
2022	6	15	1.9403	1.4008	3.3411	5.1449
2022	6	16	2.11962	1.39192	3.51153	3.91011
2022	6	17	2.48344	0.89867	3.38211	5.24
2022	6	18	2.75646	0.71292	3.46938	3.96489
2022	6	19	3.02228	0.77338	3.79567	2.93732
2022	6	20	3.30239	0.56208	3.86446	2.50345
2022	6	21	1.37273	1.66841	3.04113	3.07363
2022	6	22	2.4241	0.71172	3.13582	2.21434
2022	6	23	2.57042	0.69011	3.26053	2.28591
2022	6	24	2.63393	0.37475	3.00868	1.6825
2022	6	25	1.56232	0.83048	2.3928	2.29138
2022	6	26	2.1015	0.39276	2.49426	1.85525
2022	6	27	2.45787	0.18292	2.64078	1.607
2022	6	28	2.48013	0.33253	2.81266	2.00584
2022	6	30	2.67796	0.43513	3.1131	1.21211
2022	7	1	3.21347	0.25514	3.46861	1.82734
2022	7	2	1.17298	1.429	2.60198	2.12619
2022	7	4	2.79179	0.48332	3.27512	1.78881
2022	7	5	2.05783	0.69722	2.75505	1.62981
2022	7	6	1.01342	1.43794	2.45136	2.01342
2022	7	8	0.82256	1.20428	2.02684	1.25548
2022	7	9	0.67465	1.20704	1.88169	1.83485
2022	7	10	0.34409	1.38478	1.72887	1.57635
2022	7	12	0.54823	0.90539	1.45362	1.42794
2022	7	13	0.98363	0.53567	1.51929	1.59584
2022	7	14	1.57761	0.1941	1.77171	1.15803
2022	7	15	1.29297	0.28118	1.57415	0.78911
2022	7	16	0.87656	0.52195	1.39851	1.28798
2022	7	17	0.89983	0.43903	1.33885	1.33103
2022	7	20	1.77249	0.28913	2.06162	0.94644
2022	7	21	1.9518	0.28688	2.23868	1.08174
2022	7	22	1.66867	0.43636	2.10503	0.53835
2022	7	23	1.84584	0.42795	2.27378	1.22622
2022	7	24	2.92453	0.15198	3.07651	2.36211
2022	7	25	1.6699	0.31689	1.98678	1.61238
2022	7	26	1.42202	0.35862	1.78064	1.55951
2022	7	27	1.96192	0.15142	2.11334	2.0188
2022	7	28	1.5046	0.35747	1.86206	1.01147
2022	7	29	1.42698	0.52861	1.95559	0.728
2022	7	30	2.62154	0.13333	2.75488	1.34385
2022	7	31	1.79752	0.0298	1.82732	2.33385
2022	8	1	1.8499	0.08977	1.93967	2.05511
2022	8	2	1.57195	0.16652	1.73847	1.69173
2022	8	3	1.4478	0.16496	1.61276	1.28381
2022	8	5	1.27542	0.24868	1.5241	0.83427
2022	8	6	1.21552	0.22	1.43551	0.64591
2022	8	7	1.28788	0.1423	1.43018	0.94082
2022	8	9	1.12028	0.24871	1.36899	0.83826
2022	8	10	0.98234	0.10442	1.08676	0.80011
2022	8	11	1.1908	0.13924	1.33004	1.02054
2022	8	13	1.46635	0.0747	1.54104	0.61379
2022	8	14	1.70784	0.16954	1.87738	1.04642
2022	8	15	1.90755	0.23043	2.13798	0.87623
2022	8	16	1.80865	0.45124	2.2599	1.16054
2022	8	17	1.19814	1.29566	2.49379	1.24859
2022	8	18	1.19543	1.88583	3.08126	0.84479
2022	8	19	1.88152	1.83298	3.7145	0.67561
2022	8	20	4.34779	0.60827	4.95606	1.51647
2022	8	21	5.51303	0.13806	5.65109	2.12852
2022	9	4	4.09307	0.08413	4.1772	1.50005
2022	9	5	4.46402	0.10328	4.5673	2.10772
2022	9	7	4.89738	0	4.89738	2.75274
2022	9	8	4.07376	0.06757	4.14133	2.38137
2022	9	22	2.04009	0.04513	2.08522	3.81765
2022	9	27	1.76654	0.25679	2.02332	1.24378
2022	9	28	2.42021	0.13942	2.55963	4.14889
2022	10	1	1.62102	0.43823	2.05925	2.15935
2022	10	2	2.09517	0.0527	2.14787	3.0555
2022	10	3	1.7969	0.13322	1.93012	3.18199
2022	10	4	1.43367	0.23414	1.66781	2.72709
2022	10	5	2.28965	0.09529	2.38494	2.61203
2022	10	8	2.14251	0.11777	2.26028	1.83522
2022	10	9	1.88945	0.10905	1.99849	1.69584
2022	10	11	1.85062	0.2062	2.05681	1.13684
2022	10	15	1.8376	0.15881	1.99641	0.86448
2022	10	19	1.36933	0.15404	1.52337	0.95938
2022	10	20	1.09077	0.18997	1.28074	0.711
2022	10	21	1.71436	0.22502	1.93939	0.65508
2022	10	23	2.10263	0.34696	2.44958	0.30872
2022	12	25	-0.68069	1.2639	0.58322	0.20469
2023	4	23	-9999	-9999	5.6723	-9999
2023	4	24	-7.46351	12.93679	5.47323	4.46107
2023	4	25	-7.47766	11.78402	4.30637	5.2836
2023	4	26	-8.5017	12.15102	3.64933	6.1089
2023	4	27	-11.37318	15.18151	3.80839	7.75467
2023	4	28	-11.98249	16.57867	4.59615	6.4196
2023	4	29	-11.69675	17.17718	5.48046	7.18064
2023	5	1	-13.57954	19.09814	5.51862	9.24045
2023	5	2	-11.42607	17.24412	5.81802	7.66037
2023	5	4	-11.38184	16.43784	5.05598	6.58172
2023	5	6	-8.44555	13.63175	5.18623	5.6993
2023	5	10	-11.32639	15.32049	3.99403	6.78007
2023	5	18	-3.47258	6.82907	3.35655	0.25814
2023	5	20	-11.14763	17.00191	5.85428	11.62805
2023	5	21	-10.43946	16.93041	6.49094	12.17869
2023	5	22	-11.75137	17.63839	5.88708	11.20583
2023	5	23	-10.31502	16.26847	5.95347	11.37583
2023	5	25	-8.99111	14.35223	5.36111	9.73284
2023	5	26	-8.98042	14.42125	5.44088	10.64365
2023	5	27	-8.75973	13.94918	5.18946	9.87098
2023	5	29	-9.35254	14.06942	4.71693	6.98896
2023	5	30	-10.16292	14.952	4.78908	8.50925
2023	5	31	-9.16485	14.30394	5.13909	11.05381
2023	6	1	-10.88575	16.00916	5.12343	11.85622
2023	6	2	-8.16577	13.38671	5.22092	11.88354
2023	6	3	-11.0721	15.65078	4.57871	10.3395
2023	6	4	-7.00525	11.72422	4.71898	6.88084
2023	6	5	-6.87577	13.10813	6.23236	7.94557
2023	6	6	-1.77725	8.05366	6.27637	2.94552
2023	6	8	-3.59146	10.17782	6.58631	5.94129
2023	6	11	-3.47024	9.82642	6.35616	7.12261
2023	6	12	-5.90485	11.53944	5.63457	12.28296
2023	6	14	-4.3326	9.11364	4.78105	7.39614
2023	6	15	-5.83938	10.28051	4.44109	10.33896
2023	6	16	-4.40877	9.01769	4.60893	10.03901
2023	6	18	-3.82897	8.01946	4.19054	11.90958
2023	6	19	-3.18788	7.93466	4.74678	11.53625
2023	6	20	-0.93631	6.15072	5.21441	10.82759
2023	6	21	0.63703	5.23727	5.87428	9.39472
2023	6	22	3.55173	3.27732	6.82905	9.63053
2023	6	23	3.23271	3.03479	6.26751	8.7451
2023	6	24	2.21838	3.2189	5.43728	6.66481
2023	6	25	2.77796	3.11558	5.89354	4.90968
2023	6	26	2.24526	0.92686	3.17212	3.33661
2023	6	27	2.5915	0.52589	3.11739	2.08518
2023	7	3	2.38704	0.81028	3.19731	2.10534
2023	7	4	5.16056	0.13789	5.29846	1.83182
2023	7	5	4.22864	0.3475	4.57613	2.42633
2023	7	6	1.82988	1.42244	3.25232	2.76129
2023	7	7	2.6587	0.68223	3.34093	2.09525
2023	7	8	2.61549	0.72005	3.33554	2.1404
2023	7	9	2.30634	1.13313	3.43946	2.09234
2023	7	10	2.1089	1.44859	3.55749	2.08375
2023	7	11	0.94302	2.33118	3.2742	2.61321
2023	7	12	2.51074	0.94187	3.45261	1.24201
2023	7	13	2.67676	0.5767	3.25346	2.83327
2023	7	14	3.15492	0.35606	3.51098	2.77802
2023	7	15	3.32373	0.45747	3.78121	2.13759
2023	7	16	2.62462	0.81739	3.44202	1.80834
2023	7	17	2.63306	1.13202	3.76508	1.87791
2023	7	18	1.43088	2.06124	3.49211	2.66072
2023	7	19	2.29433	1.41393	3.70826	1.78687
2023	7	20	0.75287	2.74411	3.49699	2.99817
2023	7	21	3.05964	0.84477	3.90442	1.53946
2023	7	22	2.99039	1.00401	3.99439	3.651
2023	7	23	3.83086	0.75164	4.5825	2.60244
2023	7	24	3.97264	0.66445	4.6371	2.86476
2023	7	25	4.24023	0.5424	4.78262	2.58687
2023	7	26	2.7074	0.7564	3.4638	3.63981
2023	7	27	1.78743	1.14344	2.93087	3.18066
2023	7	29	3.37102	0.76148	4.1325	3.31362
2023	7	30	4.01101	0.10713	4.11815	2.5739
2023	8	1	3.80984	0.18074	3.99058	2.048
2023	8	2	3.71095	0.36213	4.07308	4.86517
2023	8	3	2.7891	0.59922	3.38832	3.02715
2023	8	4	3.01226	0.65605	3.66832	4.75884
2023	8	5	3.69554	0.14958	3.84512	3.32121
2023	8	9	2.73016	0.64727	3.37743	2.55306
2023	8	10	2.83426	0.57438	3.40864	4.40761
2023	8	11	2.67738	0.93872	3.6161	4.25496
2023	8	12	3.27456	0.75505	4.02962	4.34437
2023	8	13	3.00928	1.19085	4.20013	4.3399
2023	8	14	2.84914	1.40218	4.25132	4.53007
2023	8	15	3.23585	1.32781	4.56365	4.65379
2023	8	16	3.27283	1.34238	4.61521	3.3758
2023	8	17	3.38042	0.91233	4.29275	4.13124
2023	8	18	2.62087	1.74883	4.3697	3.58505
2023	8	19	2.21184	1.7634	3.97524	2.55675
2023	8	20	1.98416	2.12087	4.10503	5.79807
2023	8	21	1.20539	2.85507	4.06045	6.19815
2023	8	22	1.07826	3.13307	4.21134	6.44729
2023	8	23	-0.02524	3.98582	3.9606	6.28596
2023	8	24	-0.31161	4.2413	3.92971	6.3173
2023	8	25	-0.02856	3.9636	3.93505	5.78599
2023	8	26	0.96176	3.37744	4.33921	6.2482
2023	8	27	-0.31781	5.07031	4.75249	6.84591
2023	8	28	-1.59646	6.0735	4.47707	6.65078
2023	8	29	1.37261	2.77502	4.14764	2.94194
2023	9	1	-1.37999	4.85491	3.47494	6.21417
2023	9	3	-1.22639	4.5379	3.3115	3.73567
2023	9	4	-1.84164	4.79826	2.95662	5.63996
2023	9	5	-1.51525	4.35706	2.84181	5.27624
2023	9	6	-2.02865	4.75066	2.72199	4.60232
2023	9	7	-1.64678	4.24672	2.59992	4.54508
2023	9	8	-1.7763	4.24967	2.47337	3.62392
2023	9	9	-0.08997	2.53898	2.44901	3.24944
2023	9	10	1.37278	0.99533	2.36811	2.53386
2023	9	13	2.06153	0.53672	2.59825	1.23236
2023	9	14	1.6431	0.3739	2.017	0.78394
2023	9	15	1.96015	0.20703	2.16718	1.02938
2023	9	16	1.89502	0.1284	2.02342	0.67449
2023	9	17	2.06734	0.13419	2.20153	0.94684
2023	9	18	1.77095	0.18477	1.95572	0.67296
2023	9	19	2.57281	0.16515	2.73796	0.76276
2023	9	21	1.82741	0.21401	2.04141	0.82296
2023	9	22	2.10867	0.5398	2.64847	1.28517
2023	9	23	2.35852	0.56888	2.9274	0.65081
2023	9	25	3.4114	0.52956	3.94095	1.4107
2023	9	27	3.24341	0.67409	3.9175	1.63615
2023	9	28	2.7853	0.60893	3.39423	1.53029
2024	5	8	1.30062	0.72187	2.0225	1.24507
2024	5	9	0.9807	0.99455	1.97525	1.55136
2024	5	10	1.41144	0.57078	1.98222	1.57472
2024	5	11	1.09084	0.84655	1.93739	1.62374
2024	5	12	1.28065	0.55143	1.83208	1.28435
2024	5	13	1.31542	0.30419	1.6196	1.4488
2024	5	14	1.2582	0.45682	1.71502	1.54429
2024	5	15	1.17954	0.38282	1.56235	1.30707
2024	5	16	1.12499	0.45535	1.58035	1.28347
2024	5	17	1.3818	0.24924	1.63104	0.82066
2024	5	18	1.55148	0.30552	1.857	1.57593
2024	5	19	2.49247	0.43236	2.92482	5.85264
2024	5	20	2.59175	0.61081	3.20256	6.0352
2024	5	22	0.17511	2.30293	2.47804	5.19412
2024	5	23	-0.89907	3.72432	2.82525	7.24152
2024	5	24	1.40011	1.30018	2.7003	3.90094
2024	5	25	1.32431	1.39229	2.7166	5.53319
2024	5	26	0.33928	2.5235	2.86279	5.3384
2024	5	27	1.7479	1.39617	3.14407	6.40386
2024	5	28	1.34496	1.58458	2.92954	7.33815
2024	5	29	-1.01257	3.88692	2.87435	5.36106
2024	5	30	0.31033	2.80618	3.11652	4.97306
2024	5	31	-0.11564	2.99041	2.87477	2.95733
2024	6	1	-0.14793	2.66701	2.51908	4.05486
2024	6	2	-0.8444	3.35804	2.51364	6.26174
2024	6	3	-0.22568	3.16364	2.93797	2.61475
2024	6	6	-1.91717	5.89217	3.975	7.59975
2024	6	7	-2.17344	6.59173	4.41829	6.56293
2024	6	8	-2.67325	7.82849	5.15525	6.50605
2024	6	9	-6.31982	11.73373	5.4139	7.74518
2024	6	12	-3.02074	7.41847	4.39773	3.72231
2024	6	13	-6.16657	10.1639	3.99734	5.77881
2024	6	14	-6.98564	11.09197	4.10634	6.8741
2024	6	15	-7.0284	11.61153	4.58313	7.54667
2024	6	16	-6.41326	10.92358	4.51032	4.80425
2024	6	17	-7.08872	12.25329	5.16456	6.7108
2024	6	18	-10.76179	16.41268	5.65089	9.07306
2024	6	19	-11.63873	17.58273	5.944	9.06893
2024	6	20	-8.4436	14.61033	6.16673	6.70568
2024	6	21	-11.58856	18.28826	6.69971	9.05757
2024	6	22	-5.51857	11.8964	6.37783	5.39481
2024	6	23	-6.23884	12.74425	6.50542	5.27376
2024	6	24	-12.016	18.71215	6.69615	9.33051
2024	6	25	-10.33782	17.35108	7.01324	7.96679
2024	6	26	-9.17985	16.82769	7.64783	6.165
2024	6	27	-7.19914	14.85208	7.65294	4.92133
2024	6	28	-8.2463	16.86533	8.61904	7.05151
2024	6	29	-10.53717	20.19348	9.65631	10.57192
2024	6	30	-8.28773	18.52907	10.24134	9.35729
2024	7	1	-7.63495	17.46167	9.82671	8.44598
2024	7	2	-5.3446	14.54262	9.19802	7.23568
2024	7	3	-7.71838	16.2955	8.57713	7.4917
2024	7	4	-9.28889	17.75464	8.46575	8.0002
2024	7	5	-8.84563	17.7881	8.94247	9.41219
2024	7	6	-6.88965	16.1216	9.23195	9.31856
2024	7	7	-7.67618	17.1881	9.51191	8.48819
2024	7	8	-8.131	17.57921	9.44821	10.07171
2024	7	9	-7.17193	16.57013	9.3982	9.85152
2024	7	10	-4.66004	14.4922	9.83217	9.43238
2024	7	11	-3.07571	13.06606	9.99036	9.77778
2024	7	12	-2.85796	12.7526	9.89463	9.61329
2024	7	13	-3.5339	13.083	9.5491	8.53576
2024	7	14	-2.153	12.54123	10.38823	8.98059
2024	7	15	-1.32408	11.47027	10.14619	8.43991
2024	7	16	-2.153	12.07381	9.9208	8.03668
2024	7	17	-0.51831	10.51621	9.99789	9.17946
2024	7	18	-2.7811	11.58946	8.80836	7.73856
2024	7	19	-1.67519	10.50762	8.83244	7.34597
2024	7	20	-1.13032	9.17078	8.04045	4.00101
2024	7	21	-2.29926	10.57544	8.27618	5.15174
2024	7	22	-0.76005	9.41052	8.65047	6.98137
2024	7	23	-2.24639	10.47391	8.22753	6.01835
2024	7	24	-1.7204	9.53138	7.81098	6.42444
2024	7	25	-2.49667	9.75047	7.2538	5.79384
2024	7	26	-1.92423	9.0709	7.14667	5.42622
2024	7	27	0.75415	6.88135	7.63549	5.54516
2024	7	28	1.16394	6.2613	7.42524	5.17025
2024	7	29	-0.8468	7.3082	6.46141	5.19746
2024	7	30	-0.50354	6.92187	6.41833	4.73937
2024	7	31	0.31065	6.36379	6.67444	4.6231
2024	8	1	0.20691	6.44196	6.64888	3.99488
2024	8	2	1.46566	5.10283	6.5685	2.58735
2024	8	3	-0.49735	6.17519	5.67784	4.37713
2024	8	4	-0.21616	5.69976	5.48361	4.10522
2024	8	5	-0.22209	5.58135	5.35927	3.20492
2024	8	6	-0.91066	6.03932	5.12866	3.88442
2024	8	7	0.04657	5.28324	5.32981	3.88229
2024	8	8	2.31605	3.05786	5.37392	2.20349
2024	8	9	0.9494	4.08197	5.03137	4.90439
2024	8	10	1.57719	3.41356	4.99075	4.63839
2024	8	11	2.32541	2.91695	5.24236	4.71592
2024	8	12	1.72641	3.1087	4.83511	3.40493
2024	8	13	4.55031	5.77366	10.32396	7.4911
2024	8	14	3.81786	6.33584	10.1537	7.21969
2024	8	15	9.9011	1.47022	11.37133	10.36637
2024	8	16	7.21699	3.33697	10.55396	9.30023
2024	8	17	7.05922	3.01557	10.07478	5.16856
2024	8	18	7.44346	2.70818	10.15164	9.08159
2024	8	19	9.48809	1.53466	11.02275	8.26059
2024	8	20	8.17059	2.93323	11.10381	7.32988
2024	8	21	4.25346	1.03344	5.2869	4.22368
2024	8	22	2.58878	1.62519	4.21397	2.6475
2024	8	23	2.49524	1.70388	4.19911	2.76061
2024	8	24	2.63506	1.43149	4.06655	3.16755
2024	8	25	2.72017	1.17417	3.89434	2.51693
2024	8	26	2.17858	1.10345	3.28203	2.3014
2024	8	27	2.04412	0.91947	2.96359	2.1642
2024	8	28	2.0829	0.74308	2.82598	2.10728
2024	8	29	1.54425	0.86575	2.41001	2.22908
2024	8	30	1.71458	0.61406	2.32864	2.18537
2024	8	31	1.57984	0.62496	2.2048	1.89152
2024	9	1	1.42921	0.51936	1.94857	1.78755
2024	9	3	1.46109	0.29842	1.75951	1.69899
2024	9	4	1.54341	0.22303	1.76644	1.73311
2024	9	5	1.18765	0.37391	1.56156	1.28158
2024	9	6	1.21548	0.32911	1.54459	0.86693
2024	9	7	1.43967	0.39986	1.83953	1.13711
2024	9	8	1.76032	0.28826	2.04858	1.2772
2024	9	20	2.01295	0.10514	2.11808	2.63454
2024	9	21	2.03932	0.15707	2.19639	2.91516
2024	9	24	2.01738	0.34493	2.3623	1.69449
2024	10	1	1.98203	0.07638	2.05841	1.7967
2024	10	10	2.23541	0.29394	2.52935	1.75256
