"","x"
"BASETEMP",1.33
"WPM",0.18
"CN_lv",0.67
"CN_li",5.72
"CN_root",0.34
"CN_fruit",0.13
"CN_stem",0.59
"CLEC",4.67
"FLNR",26.17
"STOMA",0.79
"ROOTDEPTH",18.98
"SWCGERMIN",0.01
"MAXLIFETIME",0.09
"NH4MOBILEPROP",0.33
"keles",39.99
